instance,arm,success,calls,input_tokens,cache_read,cache_write,output_tokens,cost_usd
django__django-11477,headroom,0,53,2795409,2652490,141709,24905,1.7044
pylint-dev__pylint-6386,headroom,0,29,1358094,1289421,67304,5120,0.7201
matplotlib__matplotlib-24026,headroom,1,15,646234,612490,31906,5137,0.386
django__django-14007,headroom,1,46,2425939,2218055,206381,25711,1.8295
django__django-16950,headroom,1,46,2990149,2816636,171851,49789,2.2413
django__django-13810,headroom,1,25,1318061,1263982,52414,14382,0.7965
django__django-11532,headroom,1,27,1145142,1094965,48177,9524,0.658
astropy__astropy-13579,rtk,1,21,1366694,1317574,46957,21556,0.9012
django__django-11433,rtk,1,43,3108839,2965624,127735,62051,2.3459
sympy__sympy-15599,rtk,1,15,715510,680084,34248,21208,0.6541
django__django-11087,rtk,0,15,689669,635496,50514,23834,0.7486
pytest-dev__pytest-7324,rtk,1,13,601306,570167,30518,17531,0.5503
astropy__astropy-8707,rtk,0,30,1704592,1608576,95310,11525,1.015
sphinx-doc__sphinx-11510,rtk,0,111,8989659,8864026,123314,56362,3.974
sympy__sympy-23413,rtk,1,22,1919969,1729372,189987,93689,2.6384
django__django-13297,rtk,1,36,2534093,2450976,82175,39435,1.6378
matplotlib__matplotlib-20826,rtk,1,56,5320416,5213008,106145,51852,2.7435
django__django-12663,rtk,0,105,9061832,8824139,205304,146704,5.7149
matplotlib__matplotlib-24026,rtk,1,43,1936505,1915817,19482,6378,0.7471
matplotlib__matplotlib-25960,rtk,1,64,4060727,3956564,66944,39945,2.1488
mwaskom__seaborn-3187,rtk,0,40,2083644,2039969,42744,15115,1.0018
matplotlib__matplotlib-21568,rtk,0,18,1767800,1703055,63826,24458,1.1199
astropy__astropy-13977,rtk,0,63,3329980,3268914,37319,15328,1.4218
django__django-15732,rtk,1,91,7975704,7639699,300307,135580,5.5589
sphinx-doc__sphinx-10614,rtk,0,42,2511783,2441385,68938,27103,1.4019
pylint-dev__pylint-4604,rtk,0,87,5811791,5715977,73205,26150,2.4494
django__django-11292,rtk,1,41,1995815,1953000,42250,13426,0.9474
django__django-15280,rtk,1,54,4184299,4084770,98258,39468,2.1897
django__django-13837,rtk,1,27,1232769,1202127,29760,12802,0.6669
scikit-learn__scikit-learn-13124,rtk,0,101,7286954,7204593,79170,40780,3.0795
sphinx-doc__sphinx-8548,rtk,1,70,5528267,5431325,96303,39098,2.5789
django__django-16938,rtk,1,37,1837675,1806849,29069,8567,0.7848
matplotlib__matplotlib-20488,rtk,1,40,2646079,2527122,70745,52718,1.9588
django__django-11734,rtk,0,66,6667744,6532705,134218,65509,3.4482
django__django-16950,rtk,0,31,2698197,2611817,85383,33574,1.6103
scikit-learn__scikit-learn-25102,rtk,1,70,3800889,3723383,76337,17650,1.6715
sphinx-doc__sphinx-8593,rtk,1,68,4444956,4370804,73437,22050,1.9195
django__django-15268,rtk,1,30,1871905,1814642,56348,22407,1.0945
astropy__astropy-8872,rtk,0,10,632287,607184,24323,5104,0.3523
sympy__sympy-12096,rtk,1,33,1613943,1556833,28952,13249,0.8588
astropy__astropy-13033,rtk,0,22,1077604,1042934,33444,17087,0.6983
django__django-11749,rtk,0,26,1251139,1222318,28010,8017,0.5944
sphinx-doc__sphinx-10435,rtk,0,18,1886067,1835094,49564,14450,0.9574
sympy__sympy-13615,rtk,1,21,1187966,1145053,42361,20601,0.813
django__django-16454,rtk,1,27,1307152,1279574,26508,9574,0.6301
django__django-15037,rtk,1,28,1893511,1819640,64204,17983,1.0854
pytest-dev__pytest-5840,rtk,1,65,3857325,3748315,97424,39390,2.1154
sympy__sympy-13551,rtk,1,12,862371,800875,60798,24086,0.8316
sphinx-doc__sphinx-7440,rtk,1,70,3936348,3874264,48599,21095,1.7014
django__django-16631,rtk,1,49,2949259,2863599,84945,21300,1.4993
pylint-dev__pylint-6528,rtk,1,108,7328361,7206454,105068,41470,3.2285
django__django-14007,rtk,1,47,2426298,2347602,77857,19909,1.2974
sympy__sympy-13757,rtk,1,22,1318198,1286855,30672,8079,0.6243
sympy__sympy-18211,rtk,1,32,2229182,2160019,68434,18580,1.1855
django__django-12193,rtk,0,23,953034,933176,19205,4865,0.4269
django__django-16032,rtk,1,37,2591336,2516313,74253,28485,1.4629
pydata__xarray-6992,rtk,0,6,236265,224975,10367,1030,0.1246
pydata__xarray-6938,rtk,0,23,1136267,1107487,27254,9024,0.5744
django__django-14170,rtk,0,20,1120289,1076263,43041,18576,0.7659
django__django-11141,rtk,0,67,3661818,3613991,47127,22380,1.5987
django__django-15022,rtk,0,82,6052794,5792766,187654,89177,3.9963
sympy__sympy-20438,rtk,0,62,3967545,3894146,72385,30120,1.8945
django__django-14122,rtk,1,35,2467799,2395915,71250,17318,1.2476
sphinx-doc__sphinx-9673,rtk,1,44,2950506,2863969,85642,24305,1.5476
sympy__sympy-14976,rtk,1,25,1624699,1558835,54844,12348,0.8916
django__django-11532,rtk,0,26,1214857,1183294,30223,14694,0.6928
django__django-15973,rtk,0,82,5454777,5372753,79635,42910,2.5613
pytest-dev__pytest-7205,rtk,1,25,1143811,1108040,33860,17542,0.7282
sphinx-doc__sphinx-9602,rtk,0,39,3961731,3839816,120996,26169,2.001
sympy__sympy-20801,rtk,1,22,1182802,1154390,27756,7332,0.5623
django__django-11555,rtk,1,45,2621387,2556205,64513,42632,1.6503
django__django-13810,rtk,1,25,1124480,1089820,33658,12874,0.6493
pydata__xarray-4695,rtk,1,13,1085026,1030538,52619,7209,0.6202
django__django-16899,rtk,1,15,576307,560787,14862,2418,0.2622
matplotlib__matplotlib-24177,rtk,1,56,3498799,3448763,48952,22240,1.5551
django__django-13406,rtk,0,36,2316416,2260760,54171,18971,1.1704
sphinx-doc__sphinx-8035,rtk,1,56,4102556,3976824,92290,22017,1.9697
astropy__astropy-13453,rtk,1,11,914192,879350,31909,5517,0.475
pylint-dev__pylint-6386,rtk,1,58,3896654,3843540,52377,12775,1.5433
django__django-13128,rtk,1,17,1107362,1069494,37275,7722,0.5782
django__django-12754,rtk,1,46,3555717,3467029,87947,23142,1.7193
sympy__sympy-12489,rtk,0,17,864675,821587,42324,6900,0.511
sphinx-doc__sphinx-9658,rtk,1,67,5808723,5702699,104601,30699,2.5678
pydata__xarray-4356,rtk,1,29,1428471,1397984,29783,12300,0.7177
django__django-11477,rtk,0,38,1800713,1753884,46298,20905,1.015
matplotlib__matplotlib-26208,rtk,0,87,5798246,5718095,78905,25073,2.3912
django__django-16661,rtk,0,24,1102120,1080296,20983,6986,0.5101
astropy__astropy-13236,rtk,0,40,1582944,1503034,29015,12342,0.8975
django__django-13112,rtk,0,110,8910307,8758717,150382,59193,4.0831
django__django-14792,rtk,0,69,4215986,4143968,71021,41141,2.1296
sympy__sympy-17318,rtk,0,51,3143334,3094585,47298,24760,1.4815
matplotlib__matplotlib-26466,rtk,0,39,1809906,1783643,25279,6186,0.7256
sphinx-doc__sphinx-9229,rtk,0,112,9723190,9601135,120380,58309,4.2114
django__django-14034,rtk,0,23,1161239,1130292,30100,11807,0.6316
django__django-13121,rtk,1,63,3394658,3319277,74498,45063,1.9537
sphinx-doc__sphinx-10673,rtk,1,57,3181338,3123673,56751,20680,1.4629
django__django-16263,rtk,0,85,8380163,8217518,161956,98114,4.5464
sympy__sympy-23950,rtk,1,29,1223434,1200780,21930,7705,0.5602
sympy__sympy-21930,rtk,0,56,3046263,2999954,45592,24124,1.435
sympy__sympy-15976,rtk,1,18,841081,816248,23932,9161,0.4747
sympy__sympy-24443,rtk,1,31,1565439,1534726,30012,14919,0.7989
psf__requests-5414,rtk,1,31,1401650,1380265,20417,5693,0.5789
matplotlib__matplotlib-22871,rtk,1,34,1712750,1686059,25758,10156,0.7575
django__django-11211,rtk,1,29,1671130,1579922,69104,20247,1.1031
sympy__sympy-22456,rtk,1,98,9910629,9759476,134251,103899,5.0405
sympy__sympy-21612,rtk,1,63,5612891,5506236,105867,73075,3.1474
pydata__xarray-4966,rtk,1,18,1000501,968033,30492,7177,0.5183
