instance,arm,success,calls,input_tokens,cache_read,cache_write,output_tokens,cost_usd
pylint-dev__pylint-4604,headroom,0,79,3764180,3512220,228633,20043,1.5583
astropy__astropy-8707,headroom,0,47,2146620,1969967,142637,11787,1.4047
astropy__astropy-8872,headroom,0,41,1365361,1281006,82802,10840,0.4738
sympy__sympy-13615,headroom,1,30,1095479,1015031,79187,10943,0.6731
django__django-15280,headroom,1,89,6354551,5608490,743970,53958,4.9032
sympy__sympy-15976,headroom,1,23,957923,925213,31145,7845,0.5167
sympy__sympy-14976,headroom,1,52,2368552,2231586,125983,13333,0.6832
django__django-16454,headroom,1,19,703808,672325,29764,5318,0.3982
sphinx-doc__sphinx-10614,headroom,0,52,2534634,2355636,176768,19988,1.3273
sphinx-doc__sphinx-7440,headroom,0,98,6552822,5814099,724651,47750,4.9278
django__django-11477,headroom,0,72,3691802,3342816,347630,30847,2.0574
pylint-dev__pylint-6386,headroom,1,52,2847348,2660777,185182,15981,1.7365
matplotlib__matplotlib-24026,headroom,1,31,1477755,1433514,42388,7190,0.7024
django__django-11087,headroom,0,59,5212807,4961066,247377,49869,3.1771
django__django-14007,headroom,1,83,3750225,3536790,211762,16825,1.3316
sympy__sympy-23413,headroom,1,38,2587378,2341054,245005,59103,2.3552
django__django-16950,headroom,1,82,3951974,3577482,372748,32342,2.011
django__django-13810,headroom,1,40,1916600,1668187,246671,20218,1.3329
django__django-11532,headroom,0,24,1047823,993341,52483,7575,0.6144
django__django-12663,rtk,0,105,10609154,10391530,158347,126589,5.7879
matplotlib__matplotlib-24026,rtk,1,32,1381410,1358141,22075,6390,0.5897
matplotlib__matplotlib-25960,rtk,1,98,6867886,6793731,73363,44246,2.9793
mwaskom__seaborn-3187,rtk,0,37,1710745,1674811,35008,11508,0.8091
astropy__astropy-13579,rtk,1,54,2704376,2597752,91692,41214,1.3495
matplotlib__matplotlib-21568,rtk,0,40,1949328,1854948,72779,20507,0.8693
astropy__astropy-13977,rtk,0,49,2432645,2392906,38197,7777,0.9824
django__django-15732,rtk,0,76,3789576,3689289,81394,19299,1.2463
django__django-11433,rtk,0,51,3371159,3215092,140585,49776,1.9302
sphinx-doc__sphinx-10614,rtk,0,70,3968004,3863810,102638,38326,1.8665
pylint-dev__pylint-4604,rtk,0,116,8122024,7988469,110852,47731,3.3991
django__django-11292,rtk,1,62,2939692,2870190,68824,18032,1.0931
sympy__sympy-15599,rtk,1,25,1361649,1312949,47513,30402,1.0316
django__django-15280,rtk,1,77,5776391,5649285,125716,57334,2.721
django__django-13837,rtk,1,30,1325522,1290780,33809,15685,0.7521
scikit-learn__scikit-learn-13124,rtk,1,14,588344,565284,19917,5741,0.3398
sphinx-doc__sphinx-8548,rtk,0,96,6901166,6728044,156978,66114,3.3417
django__django-16938,rtk,1,59,2773212,2677978,86290,14814,0.9565
matplotlib__matplotlib-20488,rtk,1,58,5755705,5627148,101003,68027,3.17
django__django-11734,rtk,0,129,10700470,10321364,264068,193571,7.1077
django__django-16950,rtk,0,74,4127019,4033776,92226,45564,1.9292
scikit-learn__scikit-learn-25102,rtk,1,61,3282907,3216347,65366,15486,1.3305
sphinx-doc__sphinx-8593,rtk,1,79,3833457,3761596,71103,27003,1.5886
django__django-15268,rtk,1,51,2226742,2115587,82310,15765,0.9784
django__django-11087,rtk,0,26,1389912,1333085,53158,23832,0.9678
pytest-dev__pytest-7324,rtk,1,46,2167185,2123869,42668,19845,1.0968
astropy__astropy-8707,rtk,0,102,5666599,5574456,91308,22080,2.0946
astropy__astropy-8872,rtk,0,26,1173421,1148049,24588,7517,0.5517
sympy__sympy-12096,rtk,1,29,1410720,1381501,28541,11974,0.7031
astropy__astropy-13033,rtk,0,20,886322,852827,32272,15196,0.6085
django__django-11749,rtk,0,24,1013258,991081,21369,6166,0.4724
sphinx-doc__sphinx-10435,rtk,1,55,2066218,2019396,45378,16472,0.7674
sympy__sympy-13615,rtk,1,39,1474568,1416534,57408,19875,0.684
django__django-16454,rtk,1,26,1237740,1203460,33212,16596,0.7377
django__django-15037,rtk,1,67,4231755,4109758,121220,49991,2.0609
pytest-dev__pytest-5840,rtk,0,125,8413205,8267977,133379,56762,3.4092
sympy__sympy-13551,rtk,1,49,2176925,2108008,68148,30724,1.038
sphinx-doc__sphinx-7440,rtk,0,109,8064905,7927279,136745,68339,3.7928
django__django-16631,rtk,0,50,1982040,1929744,51535,9798,0.6527
pylint-dev__pylint-6528,rtk,0,102,6345993,6238399,106279,31721,2.4213
sphinx-doc__sphinx-11510,rtk,0,130,11551427,11363019,157657,79567,4.9633
django__django-14007,rtk,1,74,3445646,3354885,89813,24354,1.227
sympy__sympy-13757,rtk,1,69,2740694,2624523,53079,16976,1.0524
sympy__sympy-18211,rtk,0,45,2363122,2283996,67236,21450,1.1573
django__django-12193,rtk,0,16,660310,641538,18126,4593,0.3313
django__django-16032,rtk,1,89,5921688,5810341,110438,63129,2.7862
pydata__xarray-6992,rtk,0,8,276253,264790,10539,1123,0.1386
pydata__xarray-6938,rtk,0,16,677016,656114,19384,3200,0.3221
django__django-14170,rtk,0,46,2283532,2225624,56851,18030,0.9974
django__django-11141,rtk,0,46,2157052,2123313,33061,12567,0.9515
django__django-15022,rtk,0,56,5203282,4964446,237966,91608,3.7584
sympy__sympy-20438,rtk,0,70,3995042,3875198,97258,23074,1.4679
django__django-14122,rtk,1,82,3390341,3321130,68536,20078,1.0917
sphinx-doc__sphinx-9673,rtk,0,105,5480731,5381051,85420,23143,1.965
sympy__sympy-14976,rtk,1,57,2719640,2641484,67860,23459,0.9229
django__django-11532,rtk,0,30,1238779,1208489,28728,12340,0.6601
django__django-15973,rtk,1,152,10480063,10350861,126623,52527,3.8181
sympy__sympy-23413,rtk,0,17,1188880,939163,249111,192606,4.1068
pytest-dev__pytest-7205,rtk,1,61,2902103,2859492,40663,17368,1.2767
sphinx-doc__sphinx-9602,rtk,0,73,3752052,3662325,88736,34232,1.5972
sympy__sympy-20801,rtk,1,50,1924885,1889740,34418,10889,0.6999
django__django-11555,rtk,1,76,4000425,3890870,107486,47883,1.799
django__django-13810,rtk,1,30,1507531,1469422,37100,11548,0.7562
pydata__xarray-4695,rtk,1,37,1294364,1251214,41254,7447,0.3303
django__django-16899,rtk,1,20,836503,816671,19169,3271,0.3679
matplotlib__matplotlib-24177,rtk,1,61,3370555,3307716,61729,27758,1.5754
django__django-13406,rtk,0,42,2032847,1957723,73607,21304,0.9449
sphinx-doc__sphinx-8035,rtk,1,63,3175862,3109703,65395,19968,1.3114
astropy__astropy-13453,rtk,1,46,1709802,1656772,49994,11149,0.6322
pylint-dev__pylint-6386,rtk,1,66,3695268,3631041,48307,17665,1.5832
django__django-13128,rtk,1,47,2095360,2017331,63978,15260,0.7747
django__django-12754,rtk,1,49,2515817,2424064,74844,16428,1.0468
sympy__sympy-12489,rtk,0,61,2227949,2176984,50130,15669,0.7239
sphinx-doc__sphinx-9658,rtk,1,71,3887666,3795466,90658,22421,1.3996
pydata__xarray-4356,rtk,1,26,1237711,1208235,28776,12630,0.6619
django__django-11477,rtk,0,59,2835349,2778575,56170,16477,1.1411
matplotlib__matplotlib-26208,rtk,0,75,4208936,4125106,81766,20150,1.5192
django__django-16661,rtk,1,34,1497733,1465232,31457,13516,0.7195
astropy__astropy-13236,rtk,0,113,8008643,7768137,113980,68981,3.9614
django__django-13112,rtk,0,117,8808873,8676555,131026,57576,3.7348
django__django-14792,rtk,0,65,3705595,3612987,91524,37251,1.7282
sympy__sympy-17318,rtk,1,22,1115303,1080185,33694,17774,0.7213
matplotlib__matplotlib-26466,rtk,0,48,1848032,1819255,27758,7048,0.6755
django__django-13297,rtk,1,72,4020629,3907767,104652,48576,2.0548
sphinx-doc__sphinx-9229,rtk,0,153,12379756,12182046,195882,81009,4.9625
django__django-14034,rtk,0,22,1004077,977656,25576,10355,0.5471
matplotlib__matplotlib-20826,rtk,1,108,5337220,5232861,103010,38763,1.8919
django__django-13121,rtk,1,71,4367805,4281357,85514,54907,2.4315
sphinx-doc__sphinx-10673,rtk,1,97,5841227,5751099,89135,28914,2.1751
django__django-16263,rtk,0,127,9855062,9712383,141887,81062,4.4128
sympy__sympy-23950,rtk,1,55,2226215,2174958,50422,13774,0.8155
sympy__sympy-21930,rtk,0,24,969132,945960,22487,5858,0.458
sympy__sympy-15976,rtk,1,32,1491368,1455192,35264,14646,0.7912
sympy__sympy-24443,rtk,1,23,1139544,1109672,29178,15350,0.6747
psf__requests-5414,rtk,1,39,1674746,1652125,21646,8415,0.706
matplotlib__matplotlib-22871,rtk,1,41,2048509,2018087,29483,13373,0.9194
django__django-11211,rtk,1,58,2554247,2484663,60145,15008,0.9328
sympy__sympy-22456,rtk,0,101,8177289,8060452,116209,77000,4.0108
sympy__sympy-21612,rtk,1,82,5971254,5874084,96324,55694,2.8504
pydata__xarray-4966,rtk,1,68,3494093,3417691,74341,28269,1.529
